Angle,Intensity
24.025271995,543.0
24.051532560,539.0
24.077793125,584.0
24.104053690,563.0
24.130314255,566.0
24.156574820,576.0
24.182835385,562.0
24.209095950,509.0
24.235356515,475.0
24.261617080,537.0
24.287877645,532.0
24.314138210,585.0
24.340398775,496.0
24.366659340,544.0
24.392919905,518.0
24.419180470,548.0
24.445441035,560.0
24.471701600,545.0
24.497962165,514.0
24.524222730,525.0
24.550483295,497.0
24.576743860,540.0
24.603004425,501.0
24.629264990,562.0
24.655525555,567.0
24.681786120,553.0
24.708046685,572.0
24.734307250,553.0
24.760567815,507.0
24.786828380,547.0
24.813088945,525.0
24.839349510,559.0
24.865610075,530.0
24.891870640,513.0
24.918131205,528.0
24.944391770,496.0
24.970652335,514.0
24.996912900,525.0
25.023173465,533.0
25.049434030,503.0
25.075694595,571.0
25.101955160,497.0
25.128215725,530.0
25.154476290,522.0
25.180736855,512.0
25.206997420,543.0
25.233257985,518.0
25.259518550,550.0
25.285779115,495.0
25.312039680,504.0
25.338300245,487.0
25.364560810,527.0
25.390821375,497.0
25.417081941,491.0
25.443342506,520.0
25.469603071,481.0
25.495863636,502.0
25.522124201,495.0
25.548384766,502.0
25.574645331,452.0
25.600905896,506.0
25.627166461,551.0
25.653427026,523.0
25.679687591,466.0
25.705948156,525.0
25.732208721,467.0
25.758469286,532.0
25.784729851,508.0
25.810990416,533.0
25.837250981,563.0
25.863511546,605.0
25.889772111,547.0
25.916032676,533.0
25.942293241,610.0
25.968553806,682.0
25.994814371,788.0
26.021074936,843.0
26.047335501,803.0
26.073596066,772.0
26.099856631,663.0
26.126117196,691.0
26.152377761,547.0
26.178638326,620.0
26.204898891,488.0
26.231159456,526.0
26.257420021,502.0
26.283680586,481.0
26.309941151,461.0
26.336201716,485.0
26.362462281,506.0
26.388722846,539.0
26.414983411,490.0
26.441243976,484.0
26.467504541,482.0
26.493765106,457.0
26.520025671,485.0
26.546286236,483.0
26.572546801,477.0
26.598807366,506.0
26.625067931,490.0
26.651328496,462.0
26.677589061,498.0
26.703849626,504.0
26.730110191,452.0
26.756370756,471.0
26.782631321,451.0
26.808891886,481.0
26.835152451,488.0
26.861413016,505.0
26.887673581,531.0
26.913934146,468.0
26.940194711,492.0
26.966455276,536.0
26.992715841,537.0
27.018976406,499.0
27.045236971,500.0
27.071497536,459.0
27.097758101,543.0
27.124018666,465.0
27.150279231,523.0
27.176539796,509.0
27.202800361,573.0
27.229060926,523.0
27.255321491,606.0
27.281582056,687.0
27.307842621,739.0
27.334103186,831.0
27.360363751,982.0
27.386624316,1200.0
27.412884881,1704.0
27.439145446,2383.0
27.465406011,2723.0
27.491666576,2234.0
27.517927141,1894.0
27.544187706,1531.0
27.570448271,1007.0
27.596708836,710.0
27.622969401,595.0
27.649229966,566.0
27.675490531,539.0
27.701751096,532.0
27.728011661,521.0
27.754272226,498.0
27.780532791,474.0
27.806793356,457.0
27.833053921,471.0
27.859314486,464.0
27.885575051,477.0
27.911835616,454.0
27.938096181,482.0
27.964356746,480.0
27.990617311,469.0
28.016877876,464.0
28.043138441,444.0
28.069399006,498.0
28.095659571,477.0
28.121920136,483.0
28.148180701,439.0
28.174441266,456.0
28.200701832,440.0
28.226962397,496.0
28.253222962,495.0
28.279483527,484.0
28.305744092,456.0
28.332004657,497.0
28.358265222,483.0
28.384525787,463.0
28.410786352,489.0
28.437046917,477.0
28.463307482,521.0
28.489568047,440.0
28.515828612,533.0
28.542089177,471.0
28.568349742,479.0
28.594610307,542.0
28.620870872,572.0
28.647131437,543.0
28.673392002,549.0
28.699652567,533.0
28.725913132,516.0
28.752173697,444.0
28.778434262,474.0
28.804694827,482.0
28.830955392,482.0
28.857215957,466.0
28.883476522,475.0
28.909737087,480.0
28.935997652,439.0
28.962258217,482.0
28.988518782,419.0
29.014779347,482.0
29.041039912,433.0
29.067300477,451.0
29.093561042,414.0
29.119821607,442.0
29.146082172,431.0
29.172342737,430.0
29.198603302,401.0
29.224863867,401.0
29.251124432,433.0
29.277384997,412.0
29.303645562,429.0
29.329906127,457.0
29.356166692,478.0
29.382427257,463.0
29.408687822,425.0
29.434948387,446.0
29.461208952,400.0
29.487469517,431.0
29.513730082,403.0
29.539990647,418.0
29.566251212,438.0
29.592511777,431.0
29.618772342,460.0
29.645032907,418.0
29.671293472,459.0
29.697554037,478.0
29.723814602,426.0
29.750075167,426.0
29.776335732,393.0
29.802596297,480.0
29.828856862,424.0
29.855117427,444.0
29.881377992,398.0
29.907638557,440.0
29.933899122,418.0
29.960159687,458.0
29.986420252,450.0
30.012680817,412.0
30.038941382,428.0
30.065201947,424.0
30.091462512,366.0
30.117723077,372.0
30.143983642,434.0
30.170244207,437.0
30.196504772,407.0
30.222765337,375.0
30.249025902,409.0
30.275286467,407.0
30.301547032,377.0
30.327807597,364.0
30.354068162,413.0
30.380328727,413.0
30.406589292,391.0
30.432849857,422.0
30.459110422,396.0
30.485370987,399.0
30.511631552,431.0
30.537892117,428.0
30.564152682,420.0
30.590413247,416.0
30.616673812,373.0
30.642934377,393.0
30.669194942,415.0
30.695455507,381.0
30.721716072,368.0
30.747976637,377.0
30.774237202,418.0
30.800497767,402.0
30.826758332,401.0
30.853018897,407.0
30.879279462,366.0
30.905540027,399.0
30.931800592,388.0
30.958061157,378.0
30.984321722,385.0
31.010582288,358.0
31.036842853,400.0
31.063103418,377.0
31.089363983,394.0
31.115624548,378.0
31.141885113,382.0
31.168145678,417.0
31.194406243,387.0
31.220666808,355.0
31.246927373,428.0
31.273187938,379.0
31.299448503,417.0
31.325709068,412.0
31.351969633,392.0
31.378230198,373.0
31.404490763,388.0
31.430751328,370.0
31.457011893,424.0
31.483272458,399.0
31.509533023,351.0
31.535793588,412.0
31.562054153,391.0
31.588314718,353.0
31.614575283,369.0
31.640835848,356.0
31.667096413,387.0
31.693356978,391.0
31.719617543,405.0
31.745878108,415.0
31.772138673,410.0
31.798399238,418.0
31.824659803,405.0
31.850920368,374.0
31.877180933,390.0
31.903441498,469.0
31.929702063,429.0
31.955962628,453.0
31.982223193,438.0
32.008483758,455.0
32.034744323,432.0
32.061004888,403.0
32.087265453,410.0
32.113526018,389.0
32.139786583,479.0
32.166047148,447.0
32.192307713,463.0
32.218568278,449.0
32.244828843,466.0
32.271089408,447.0
32.297349973,435.0
32.323610538,536.0
32.349871103,460.0
32.376131668,474.0
32.402392233,493.0
32.428652798,451.0
32.454913363,484.0
32.481173928,465.0
32.507434493,440.0
32.533695058,471.0
32.559955623,472.0
32.586216188,539.0
32.612476753,538.0
32.638737318,523.0
32.664997883,586.0
32.691258448,672.0
32.717519013,689.0
32.743779578,756.0
32.770040143,956.0
32.796300708,1134.0
32.822561273,1415.0
32.848821838,1831.0
32.875082403,2476.0
32.901342968,3191.0
32.927603533,3841.0
32.953864098,4222.0
32.980124663,4450.0
33.006385228,4850.0
33.032645793,5866.0
33.058906358,7802.0
33.085166923,10291.0
33.111427488,12048.0
33.137688053,11199.0
33.163948618,9249.0
33.190209183,8235.0
33.216469748,7168.0
33.242730313,5885.0
33.268990878,4475.0
33.295251443,3455.0
33.321512008,2725.0
33.347772573,2214.0
33.374033138,1764.0
33.400293703,1276.0
33.426554268,994.0
33.452814833,807.0
33.479075398,689.0
33.505335963,618.0
33.531596528,589.0
33.557857093,567.0
33.584117658,560.0
33.610378223,541.0
33.636638788,521.0
33.662899353,599.0
33.689159918,578.0
33.715420483,542.0
33.741681048,501.0
33.767941613,559.0
33.794202178,561.0
33.820462744,588.0
33.846723309,644.0
33.872983874,616.0
33.899244439,666.0
33.925505004,647.0
33.951765569,638.0
33.978026134,705.0
34.004286699,704.0
34.030547264,752.0
34.056807829,725.0
34.083068394,754.0
34.109328959,729.0
34.135589524,752.0
34.161850089,722.0
34.188110654,653.0
34.214371219,712.0
34.240631784,629.0
34.266892349,619.0
34.293152914,602.0
34.319413479,586.0
34.345674044,525.0
34.371934609,513.0
34.398195174,521.0
34.424455739,535.0
34.450716304,515.0
34.476976869,498.0
34.503237434,427.0
34.529497999,455.0
34.555758564,421.0
34.582019129,469.0
34.608279694,414.0
34.634540259,433.0
34.660800824,405.0
34.687061389,450.0
34.713321954,396.0
34.739582519,407.0
34.765843084,421.0
34.792103649,446.0
34.818364214,396.0
34.844624779,418.0
34.870885344,388.0
34.897145909,427.0
34.923406474,396.0
34.949667039,431.0
34.975927604,448.0
35.002188169,463.0
35.028448734,473.0
35.054709299,437.0
35.080969864,466.0
35.107230429,406.0
35.133490994,437.0
35.159751559,383.0
35.186012124,407.0
35.212272689,398.0
35.238533254,373.0
35.264793819,380.0
35.291054384,330.0
35.317314949,362.0
35.343575514,339.0
35.369836079,349.0
35.396096644,336.0
35.422357209,343.0
35.448617774,357.0
35.474878339,359.0
35.501138904,370.0
35.527399469,314.0
35.553660034,346.0
35.579920599,329.0
35.606181164,343.0
35.632441729,383.0
35.658702294,346.0
35.684962859,369.0
35.711223424,345.0
35.737483989,374.0
35.763744554,312.0
35.790005119,338.0
35.816265684,335.0
35.842526249,364.0
35.868786814,361.0
35.895047379,402.0
35.921307944,382.0
35.947568509,397.0
35.973829074,461.0
36.000089639,549.0
36.026350204,681.0
36.052610769,862.0
36.078871334,1120.0
36.105131899,1222.0
36.131392464,1049.0
36.157653029,917.0
36.183913594,862.0
36.210174159,749.0
36.236434724,554.0
36.262695289,495.0
36.288955854,426.0
36.315216419,372.0
36.341476984,369.0
36.367737549,337.0
36.393998114,343.0
36.420258679,340.0
36.446519244,340.0
36.472779809,327.0
36.499040374,325.0
36.525300939,300.0
36.551561504,351.0
36.577822069,314.0
36.604082635,338.0
36.630343200,324.0
36.656603765,264.0
36.682864330,326.0
36.709124895,349.0
36.735385460,327.0
36.761646025,357.0
36.787906590,335.0
36.814167155,325.0
36.840427720,379.0
36.866688285,304.0
36.892948850,382.0
36.919209415,334.0
36.945469980,384.0
36.971730545,404.0
36.997991110,398.0
37.024251675,463.0
37.050512240,421.0
37.076772805,452.0
37.103033370,408.0
37.129293935,449.0
37.155554500,433.0
37.181815065,404.0
37.208075630,474.0
37.234336195,481.0
37.260596760,461.0
37.286857325,436.0
37.313117890,425.0
37.339378455,392.0
37.365639020,428.0
37.391899585,381.0
37.418160150,385.0
37.444420715,336.0
37.470681280,300.0
37.496941845,352.0
37.523202410,296.0
37.549462975,328.0
37.575723540,307.0
37.601984105,336.0
37.628244670,323.0
37.654505235,327.0
37.680765800,290.0
37.707026365,318.0
37.733286930,263.0
37.759547495,305.0
37.785808060,293.0
37.812068625,330.0
37.838329190,345.0
37.864589755,296.0
37.890850320,299.0
37.917110885,288.0
37.943371450,292.0
37.969632015,291.0
37.995892580,309.0
38.022153145,317.0
38.048413710,294.0
38.074674275,297.0
38.100934840,302.0
38.127195405,306.0
38.153455970,303.0
38.179716535,296.0
38.205977100,308.0
38.232237665,294.0
38.258498230,320.0
38.284758795,291.0
38.311019360,344.0
38.337279925,270.0
38.363540490,287.0
38.389801055,302.0
38.416061620,284.0
38.442322185,295.0
38.468582750,294.0
38.494843315,270.0
38.521103880,284.0
38.547364445,319.0
38.573625010,367.0
38.599885575,295.0
38.626146140,287.0
38.652406705,303.0
38.678667270,318.0
38.704927835,280.0
38.731188400,293.0
38.757448965,286.0
38.783709530,356.0
38.809970095,329.0
38.836230660,353.0
38.862491225,443.0
38.888751790,510.0
38.915012355,499.0
38.941272920,541.0
38.967533485,520.0
38.993794050,593.0
39.020054615,740.0
39.046315180,817.0
39.072575745,980.0
39.098836310,1060.0
39.125096875,1099.0
39.151357440,923.0
39.177618005,841.0
39.203878570,805.0
39.230139135,716.0
39.256399700,603.0
39.282660265,512.0
39.308920830,417.0
39.335181395,408.0
39.361441960,346.0
39.387702525,372.0
39.413963091,307.0
39.440223656,332.0
39.466484221,274.0
39.492744786,296.0
39.519005351,283.0
39.545265916,276.0
39.571526481,289.0
39.597787046,284.0
39.624047611,265.0
39.650308176,255.0
39.676568741,291.0
39.702829306,296.0
39.729089871,247.0
39.755350436,304.0
39.781611001,288.0
39.807871566,303.0
39.834132131,297.0
39.860392696,285.0
39.886653261,242.0
39.912913826,293.0
39.939174391,307.0
39.965434956,282.0
39.991695521,261.0
40.017956086,283.0
40.044216651,249.0
40.070477216,253.0
40.096737781,258.0
40.122998346,293.0
40.149258911,276.0
40.175519476,268.0
40.201780041,262.0
40.228040606,274.0
40.254301171,287.0
40.280561736,297.0
40.306822301,279.0
40.333082866,245.0
40.359343431,283.0
40.385603996,289.0
40.411864561,283.0
40.438125126,313.0
40.464385691,286.0
40.490646256,280.0
40.516906821,320.0
40.543167386,362.0
40.569427951,372.0
40.595688516,392.0
40.621949081,544.0
40.648209646,635.0
40.674470211,781.0
40.700730776,884.0
40.726991341,818.0
40.753251906,768.0
40.779512471,729.0
40.805773036,612.0
40.832033601,609.0
40.858294166,557.0
40.884554731,562.0
40.910815296,593.0
40.937075861,690.0
40.963336426,800.0
40.989596991,742.0
41.015857556,713.0
41.042118121,596.0
41.068378686,611.0
41.094639251,562.0
41.120899816,503.0
41.147160381,443.0
41.173420946,428.0
41.199681511,501.0
41.225942076,608.0
41.252202641,701.0
41.278463206,715.0
41.304723771,529.0
41.330984336,502.0
41.357244901,498.0
41.383505466,457.0
41.409766031,332.0
41.436026596,333.0
41.462287161,299.0
41.488547726,278.0
41.514808291,304.0
41.541068856,243.0
41.567329421,243.0
41.593589986,259.0
41.619850551,291.0
41.646111116,306.0
41.672371681,268.0
41.698632246,251.0
41.724892811,255.0
41.751153376,253.0
41.777413941,230.0
41.803674506,246.0
41.829935071,259.0
41.856195636,265.0
41.882456201,255.0
41.908716766,263.0
41.934977331,252.0
41.961237896,264.0
41.987498461,230.0
42.013759026,254.0
42.040019591,256.0
42.066280156,245.0
42.092540721,260.0
42.118801286,265.0
42.145061851,243.0
42.171322416,254.0
42.197582982,250.0
42.223843547,260.0
42.250104112,261.0
42.276364677,251.0
42.302625242,256.0
42.328885807,256.0
42.355146372,258.0
42.381406937,289.0
42.407667502,256.0
42.433928067,285.0
42.460188632,292.0
42.486449197,302.0
42.512709762,326.0
42.538970327,336.0
42.565230892,420.0
42.591491457,434.0
42.617752022,470.0
42.644012587,446.0
42.670273152,414.0
42.696533717,388.0
42.722794282,375.0
42.749054847,355.0
42.775315412,320.0
42.801575977,283.0
42.827836542,287.0
42.854097107,242.0
42.880357672,226.0
42.906618237,252.0
42.932878802,261.0
42.959139367,249.0
42.985399932,232.0
43.011660497,246.0
43.037921062,226.0
43.064181627,229.0
43.090442192,241.0
43.116702757,269.0
43.142963322,232.0
43.169223887,271.0
43.195484452,257.0
43.221745017,223.0
43.248005582,251.0
43.274266147,274.0
43.300526712,245.0
43.326787277,246.0
43.353047842,253.0
43.379308407,230.0
43.405568972,269.0
43.431829537,252.0
43.458090102,216.0
43.484350667,255.0
43.510611232,244.0
43.536871797,246.0
43.563132362,229.0
43.589392927,223.0
43.615653492,241.0
43.641914057,230.0
43.668174622,226.0
43.694435187,248.0
43.720695752,255.0
43.746956317,228.0
43.773216882,202.0
43.799477447,254.0
43.825738012,259.0
43.851998577,247.0
43.878259142,222.0
43.904519707,264.0
43.930780272,292.0
43.957040837,273.0
43.983301402,319.0
44.009561967,299.0
44.035822532,390.0
44.062083097,420.0
44.088343662,448.0
44.114604227,423.0
44.140864792,444.0
44.167125357,486.0
44.193385922,479.0
44.219646487,465.0
44.245907052,421.0
44.272167617,386.0
44.298428182,390.0
44.324688747,390.0
44.350949312,390.0
44.377209877,363.0
44.403470442,354.0
44.429731007,321.0
44.455991572,325.0
44.482252137,264.0
44.508512702,280.0
44.534773267,280.0
44.561033832,273.0
44.587294397,270.0
44.613554962,231.0
44.639815527,236.0
44.666076092,256.0
44.692336657,235.0
44.718597222,241.0
44.744857787,226.0
44.771118352,214.0
44.797378917,249.0
44.823639482,240.0
44.849900047,232.0
44.876160612,215.0
44.902421177,235.0
44.928681742,245.0
44.954942307,251.0
44.981202872,254.0
45.007463438,232.0
45.033724003,248.0
45.059984568,236.0
45.086245133,287.0
45.112505698,241.0
45.138766263,238.0
45.165026828,255.0
45.191287393,241.0
45.217547958,215.0
45.243808523,220.0
45.270069088,239.0
45.296329653,227.0
45.322590218,214.0
45.348850783,245.0
45.375111348,208.0
45.401371913,218.0
45.427632478,251.0
45.453893043,240.0
45.480153608,241.0
45.506414173,218.0
45.532674738,233.0
45.558935303,222.0
45.585195868,239.0
45.611456433,234.0
45.637716998,239.0
45.663977563,214.0
45.690238128,240.0
45.716498693,251.0
45.742759258,232.0
45.769019823,252.0
45.795280388,244.0
45.821540953,260.0
45.847801518,226.0
45.874062083,288.0
45.900322648,260.0
45.926583213,255.0
45.952843778,259.0
45.979104343,259.0
46.005364908,274.0
46.031625473,255.0
