Angle,Intensity
30.826758332,608.0
30.853018897,614.0
30.879279462,666.0
30.905540027,594.0
30.931800592,603.0
30.958061157,651.0
30.984321722,677.0
31.010582288,701.0
31.036842853,684.0
31.063103418,775.0
31.089363983,782.0
31.115624548,875.0
31.141885113,1004.0
31.168145678,1069.0
31.194406243,1280.0
31.220666808,1422.0
31.246927373,1665.0
31.273187938,2175.0
31.299448503,2749.0
31.325709068,3574.0
31.351969633,4861.0
31.378230198,6590.0
31.404490763,9136.0
31.430751328,12138.0
31.457011893,15923.0
31.483272458,18623.0
31.509533023,19735.0
31.535793588,19092.0
31.562054153,17502.0
31.588314718,14912.0
31.614575283,11692.0
31.640835848,8992.0
31.667096413,6448.0
31.693356978,4529.0
31.719617543,3234.0
31.745878108,2375.0
31.772138673,1837.0
31.798399238,1536.0
31.824659803,1139.0
31.850920368,1029.0
31.877180933,947.0
31.903441498,811.0
31.929702063,754.0
31.955962628,756.0
31.982223193,706.0
32.008483758,655.0
32.034744323,613.0
32.061004888,612.0
32.087265453,597.0
32.113526018,603.0
32.139786583,567.0
32.166047148,560.0
32.192307713,547.0
32.218568278,579.0
32.244828843,531.0
32.271089408,590.0
32.297349973,527.0
32.323610538,508.0
32.349871103,469.0
32.376131668,506.0
32.402392233,494.0
32.428652798,501.0
32.454913363,461.0
32.481173928,484.0
32.507434493,450.0
32.533695058,494.0
32.559955623,492.0
32.586216188,480.0
32.612476753,453.0
32.638737318,476.0
32.664997883,447.0
32.691258448,423.0
32.717519013,426.0
32.743779578,445.0
32.770040143,454.0
32.796300708,452.0
32.822561273,440.0
32.848821838,415.0
32.875082403,427.0
32.901342968,410.0
32.927603533,437.0
32.953864098,413.0
32.980124663,456.0
33.006385228,453.0
33.032645793,423.0
33.058906358,419.0
33.085166923,437.0
33.111427488,424.0
33.137688053,450.0
33.163948618,401.0
33.190209183,410.0
33.216469748,403.0
33.242730313,393.0
33.268990878,443.0
33.295251443,415.0
33.321512008,404.0
33.347772573,401.0
33.374033138,418.0
33.400293703,391.0
33.426554268,390.0
33.452814833,368.0
33.479075398,375.0
33.505335963,394.0
33.531596528,391.0
33.557857093,378.0
33.584117658,401.0
33.610378223,447.0
33.636638788,398.0
33.662899353,385.0
33.689159918,346.0
33.715420483,396.0
33.741681048,440.0
33.767941613,392.0
33.794202178,402.0
33.820462744,415.0
33.846723309,416.0
33.872983874,435.0
33.899244439,396.0
33.925505004,414.0
33.951765569,386.0
33.978026134,444.0
34.004286699,436.0
34.030547264,393.0
34.056807829,382.0
34.083068394,423.0
34.109328959,416.0
34.135589524,420.0
34.161850089,415.0
34.188110654,401.0
34.214371219,397.0
34.240631784,415.0
34.266892349,387.0
34.293152914,348.0
34.319413479,403.0
34.345674044,377.0
34.371934609,422.0
34.398195174,373.0
34.424455739,393.0
34.450716304,388.0
34.476976869,385.0
34.503237434,384.0
34.529497999,390.0
34.555758564,405.0
34.582019129,394.0
34.608279694,421.0
34.634540259,322.0
34.660800824,375.0
34.687061389,402.0
34.713321954,330.0
34.739582519,331.0
34.765843084,371.0
34.792103649,347.0
34.818364214,393.0
34.844624779,429.0
34.870885344,394.0
34.897145909,379.0
34.923406474,339.0
34.949667039,388.0
34.975927604,363.0
35.002188169,378.0
35.028448734,357.0
35.054709299,364.0
35.080969864,371.0
35.107230429,355.0
35.133490994,347.0
35.159751559,354.0
35.186012124,341.0
35.212272689,370.0
35.238533254,398.0
35.264793819,320.0
35.291054384,325.0
35.317314949,334.0
35.343575514,325.0
35.369836079,363.0
35.396096644,336.0
35.422357209,379.0
35.448617774,360.0
35.474878339,298.0
35.501138904,380.0
35.527399469,314.0
35.553660034,352.0
35.579920599,328.0
35.606181164,316.0
35.632441729,324.0
35.658702294,358.0
35.684962859,344.0
35.711223424,319.0
35.737483989,303.0
35.763744554,324.0
35.790005119,365.0
35.816265684,357.0
35.842526249,306.0
35.868786814,340.0
35.895047379,357.0
35.921307944,349.0
35.947568509,358.0
35.973829074,345.0
36.000089639,321.0
36.026350204,330.0
36.052610769,361.0
36.078871334,367.0
36.105131899,341.0
36.131392464,370.0
36.157653029,367.0
36.183913594,343.0
36.210174159,320.0
36.236434724,310.0
36.262695289,335.0
36.288955854,362.0
36.315216419,304.0
36.341476984,364.0
36.367737549,345.0
36.393998114,345.0
36.420258679,311.0
36.446519244,312.0
36.472779809,321.0
36.499040374,325.0
36.525300939,326.0
36.551561504,283.0
36.577822069,312.0
36.604082635,310.0
36.630343200,315.0
36.656603765,334.0
36.682864330,332.0
36.709124895,336.0
36.735385460,300.0
36.761646025,305.0
36.787906590,323.0
36.814167155,305.0
36.840427720,311.0
36.866688285,302.0
36.892948850,329.0
36.919209415,313.0
36.945469980,304.0
36.971730545,334.0
36.997991110,356.0
37.024251675,307.0
37.050512240,306.0
37.076772805,299.0
37.103033370,324.0
37.129293935,293.0
37.155554500,316.0
37.181815065,313.0
37.208075630,292.0
37.234336195,275.0
37.260596760,294.0
37.286857325,297.0
37.313117890,305.0
37.339378455,305.0
37.365639020,343.0
37.391899585,312.0
37.418160150,288.0
37.444420715,299.0
37.470681280,289.0
37.496941845,325.0
37.523202410,282.0
37.549462975,355.0
37.575723540,316.0
37.601984105,307.0
37.628244670,314.0
37.654505235,307.0
37.680765800,329.0
37.707026365,320.0
37.733286930,318.0
37.759547495,359.0
37.785808060,326.0
37.812068625,342.0
37.838329190,333.0
37.864589755,363.0
37.890850320,353.0
37.917110885,318.0
37.943371450,320.0
37.969632015,340.0
37.995892580,306.0
38.022153145,325.0
38.048413710,347.0
38.074674275,329.0
38.100934840,352.0
38.127195405,335.0
38.153455970,331.0
38.179716535,354.0
38.205977100,311.0
38.232237665,335.0
38.258498230,316.0
38.284758795,348.0
38.311019360,347.0
38.337279925,341.0
38.363540490,355.0
38.389801055,378.0
38.416061620,368.0
38.442322185,360.0
38.468582750,392.0
38.494843315,436.0
38.521103880,432.0
38.547364445,442.0
38.573625010,546.0
38.599885575,591.0
38.626146140,724.0
38.652406705,762.0
38.678667270,958.0
38.704927835,1208.0
38.731188400,1594.0
38.757448965,2110.0
38.783709530,3151.0
38.809970095,4452.0
38.836230660,5542.0
38.862491225,5886.0
38.888751790,5232.0
38.915012355,4689.0
38.941272920,4194.0
38.967533485,3553.0
38.993794050,2630.0
39.020054615,1836.0
39.046315180,1315.0
39.072575745,919.0
39.098836310,740.0
39.125096875,616.0
39.151357440,543.0
39.177618005,453.0
39.203878570,466.0
39.230139135,437.0
39.256399700,404.0
39.282660265,387.0
39.308920830,358.0
39.335181395,363.0
39.361441960,333.0
39.387702525,359.0
39.413963091,350.0
39.440223656,356.0
39.466484221,324.0
39.492744786,336.0
39.519005351,330.0
39.545265916,317.0
39.571526481,332.0
39.597787046,290.0
39.624047611,347.0
39.650308176,277.0
39.676568741,306.0
39.702829306,275.0
39.729089871,322.0
39.755350436,349.0
39.781611001,285.0
39.807871566,280.0
39.834132131,318.0
39.860392696,284.0
39.886653261,315.0
39.912913826,297.0
39.939174391,299.0
39.965434956,281.0
39.991695521,299.0
40.017956086,304.0
40.044216651,291.0
40.070477216,297.0
40.096737781,276.0
40.122998346,250.0
40.149258911,263.0
40.175519476,289.0
40.201780041,265.0
40.228040606,285.0
40.254301171,274.0
40.280561736,275.0
40.306822301,272.0
40.333082866,311.0
40.359343431,297.0
40.385603996,274.0
40.411864561,248.0
40.438125126,285.0
40.464385691,314.0
40.490646256,299.0
40.516906821,302.0
40.543167386,288.0
40.569427951,247.0
40.595688516,266.0
40.621949081,316.0
40.648209646,262.0
40.674470211,307.0
40.700730776,293.0
40.726991341,271.0
40.753251906,270.0
40.779512471,285.0
40.805773036,255.0
40.832033601,254.0
40.858294166,280.0
40.884554731,300.0
40.910815296,300.0
40.937075861,277.0
40.963336426,296.0
40.989596991,270.0
41.015857556,246.0
41.042118121,318.0
41.068378686,266.0
41.094639251,280.0
41.120899816,253.0
41.147160381,260.0
41.173420946,287.0
41.199681511,266.0
41.225942076,264.0
41.252202641,274.0
41.278463206,272.0
41.304723771,271.0
41.330984336,246.0
41.357244901,274.0
41.383505466,316.0
41.409766031,271.0
41.436026596,289.0
41.462287161,282.0
41.488547726,282.0
41.514808291,297.0
41.541068856,289.0
41.567329421,250.0
41.593589986,276.0
41.619850551,288.0
41.646111116,259.0
41.672371681,273.0
41.698632246,262.0
41.724892811,296.0
41.751153376,241.0
41.777413941,268.0
41.803674506,280.0
41.829935071,282.0
41.856195636,256.0
41.882456201,286.0
41.908716766,277.0
41.934977331,273.0
41.961237896,270.0
41.987498461,248.0
42.013759026,299.0
42.040019591,296.0
42.066280156,283.0
42.092540721,280.0
42.118801286,260.0
42.145061851,251.0
42.171322416,287.0
42.197582982,267.0
42.223843547,291.0
42.250104112,274.0
42.276364677,255.0
42.302625242,273.0
42.328885807,265.0
42.355146372,259.0
42.381406937,245.0
42.407667502,244.0
42.433928067,250.0
42.460188632,236.0
42.486449197,247.0
42.512709762,254.0
42.538970327,264.0
42.565230892,252.0
42.591491457,262.0
42.617752022,263.0
42.644012587,264.0
42.670273152,263.0
42.696533717,235.0
42.722794282,248.0
42.749054847,256.0
42.775315412,276.0
42.801575977,255.0
42.827836542,255.0
42.854097107,250.0
42.880357672,281.0
42.906618237,237.0
42.932878802,262.0
42.959139367,260.0
42.985399932,268.0
43.011660497,259.0
43.037921062,271.0
43.064181627,299.0
43.090442192,258.0
43.116702757,246.0
43.142963322,258.0
43.169223887,276.0
43.195484452,267.0
43.221745017,255.0
43.248005582,261.0
43.274266147,229.0
43.300526712,257.0
43.326787277,255.0
43.353047842,272.0
43.379308407,289.0
43.405568972,244.0
43.431829537,256.0
43.458090102,273.0
43.484350667,281.0
43.510611232,242.0
43.536871797,263.0
43.563132362,257.0
43.589392927,284.0
43.615653492,294.0
43.641914057,285.0
43.668174622,262.0
43.694435187,258.0
43.720695752,283.0
43.746956317,269.0
43.773216882,259.0
43.799477447,243.0
43.825738012,248.0
43.851998577,246.0
43.878259142,276.0
43.904519707,270.0
43.930780272,248.0
43.957040837,271.0
43.983301402,290.0
44.009561967,282.0
44.035822532,276.0
44.062083097,274.0
44.088343662,302.0
44.114604227,276.0
44.140864792,272.0
44.167125357,279.0
44.193385922,270.0
44.219646487,275.0
44.245907052,298.0
44.272167617,294.0
44.298428182,300.0
44.324688747,282.0
44.350949312,281.0
44.377209877,317.0
44.403470442,299.0
44.429731007,334.0
44.455991572,314.0
44.482252137,343.0
44.508512702,339.0
44.534773267,346.0
44.561033832,346.0
44.587294397,350.0
44.613554962,361.0
44.639815527,400.0
44.666076092,400.0
44.692336657,423.0
44.718597222,444.0
44.744857787,558.0
44.771118352,566.0
44.797378917,691.0
44.823639482,804.0
44.849900047,957.0
44.876160612,1116.0
44.902421177,1311.0
44.928681742,1524.0
44.954942307,1778.0
44.981202872,2063.0
45.007463438,2247.0
45.033724003,2473.0
45.059984568,2727.0
45.086245133,2940.0
45.112505698,3139.0
45.138766263,3293.0
45.165026828,3404.0
45.191287393,3467.0
45.217547958,3701.0
45.243808523,3678.0
45.270069088,3689.0
45.296329653,3836.0
45.322590218,3662.0
45.348850783,3339.0
45.375111348,2970.0
45.401371913,2551.0
45.427632478,2172.0
45.453893043,1854.0
45.480153608,1489.0
45.506414173,1230.0
45.532674738,963.0
45.558935303,840.0
45.585195868,658.0
45.611456433,531.0
45.637716998,486.0
45.663977563,409.0
45.690238128,440.0
45.716498693,360.0
45.742759258,355.0
45.769019823,394.0
45.795280388,331.0
45.821540953,312.0
45.847801518,311.0
